source,target,peso
@dendrobium4831,@LumaVictoria-c7m,1
@F4nny_martyns,@F4nny_martyns,1
@goddamolouco,@kerolaynne-c5,1
@codreanubased7114,@kerolaynne-c5,1
@souateu1530,@FelipeHenrique-jh9oo,1
@Itz_Madara_yt,@JeanevieiradosSantosVieira,1
@LaneMycka,@JeanevieiradosSantosVieira,1
@LaneMycka,@vicstoormbarros,2
@marcoskallendossantos,@vicstoormbarros,1
@Wren78,@YurielSolis,1
@Kauan20104,@YurielSolis,1
@Wren78,@SabrinaDeSouzaNascimento,1
@Ytgnrx,@SabrinaDeSouzaNascimento,1
@Itz_Madara_yt,@SabrinaDeSouzaNascimento,1
@Kauan20104,@SabrinaDeSouzaNascimento,1
@Wren78,@saulo7951,1
@LaneMycka,@saulo7951,1
@Mella2008,@ValdirDemétrio-j1t,1
@Wren78,@ValdirDemétrio-j1t,1
@VitorCT,@paulinhamachado9141,1
@catalystx7,@BrunaAlves-uu6wf,2
@BrunaAlves-uu6wf,@BrunaAlves-uu6wf,1
@GonçaloCardoso-w4s,@Gabriela-Youtube-k2o,1
@markospaulo6283,@Gabriela-Youtube-k2o,1
@eaedinonerdjogos,@sinychan558,1
@MestreDosGames-X1,@ChristianDouglas-dev,1
@Itz_Madara_yt,@dudu.umilhor,1
@Okkyll,@dudu.umilhor,1
@tresedemaisbrazil,@sandrapolyanafeitosadesouz8594,1
@eaedinonerdjogos,@sandrapolyanafeitosadesouz8594,1
@tresedemaisbrazil,@RenatoRibeirodosSantos-rr7xz,1
@RenatoRibeirodosSantos-rr7xz,@RenatoRibeirodosSantos-rr7xz,2
@eaedinonerdjogos,@yasgrssl,1
@tresedemaisbrazil,@LayenneTrajanoo,1
@tresedemaisbrazil,@graziellecatenassi4216,1
@Itz_Madara_yt,@graziellecatenassi4216,1
@sousa3371,@NeymarSilva-s5g,1
@GabrielOliveira-fg2ld,@NeymarSilva-s5g,1
@sickdolliest,@NeymarSilva-s5g,1
@Itz_Madara_yt,@NeymarSilva-s5g,1
@Okkyll,@NeymarSilva-s5g,1
@nayralorhanna3401,@nayralorhanna3401,2
@grauabsoluto1110,@MariaLuisa-hu2ek,1
@IsabellaVictóriaFerreira,@MariaLuisa-hu2ek,1
@MariaLuisa-hu2ek,@MariaLuisa-hu2ek,3
@ElizangelaSilvaGoncalves,@MariaLuisa-hu2ek,1
@Devagarsevaiaolonge-d7h,@MariaLuisa-hu2ek,1
@SantanaWithout4,@Heycahmila,1
@samuelfrbe,@Heycahmila,1
@sousa3371,@Heycahmila,1
@Itz_Madara_yt,@teteu-e2f,1
@Pondy克,@Blogdakamila,1
@Pondy克,@pinguim-edits244,1
@samuelfrbe,@pinguim-edits244,1
@Pondy克,@pedrof799,1
@B3rn-t2t,@Jgrow_Yt,1
@B3rn-t2t,@eduardamartins6161,1
@Olhados-t1i,@SamellaSouza-g8i,1
@B3rn-t2t,@Isadora_563-y4b,1
@Marcelo-k3v,@Marcelo-k3v,2
@B3rn-t2t,@Mundo_da_paloma_e,1
@Kauan20104,@Gabrielly3-c1u,1
@LioraSorrel,@56079debora,1
@B3rn-t2t,@NauanMiguel-y9y,2
@Kauan20104,@NauanMiguel-y9y,1
@NauanMiguel-y9y,@NauanMiguel-y9y,1
@Thyago-x5g,@marivieira-j7u,1
@Kauan20104,@marivieira-j7u,1
@B3rn-t2t,@srindominus,1
@Thyago-x5g,@Bruxodohs,1
@Kauan20104,@Bruxodohs,1
@Miguelaparecidomarcilino,@GonçaloCardoso-w4s,1
@GonçaloCardoso-w4s,@GonçaloCardoso-w4s,1
@GonçaloCardoso-w4s,@SilmaraSilva-o6s,3
@Nt19952,@SilmaraSilva-o6s,1
@B3rn-t2t,@SilmaraSilva-o6s,2
@Kauan20104,@SilmaraSilva-o6s,1
@Thyago-x5g,@beca244of,1
@wellington5282,@beca244of,1
@GonçaloCardoso-w4s,@HenriqueFerreira-l6n,1
@Gokuescuro,@PRIMASPKXD,1
@Itz_Madara_yt,@PRIMASPKXD,1
@Kauan20104,@PRIMASPKXD,1
@GonçaloCardoso-w4s,@Gabigol-s9k,2
@Kauan20104,@Gabigol-s9k,1
@Arthur_Rigo_Andrade,@antoniadutradeoliveira7146,1
@GonçaloCardoso-w4s,@antoniadutradeoliveira7146,1
@Arthur_Rigo_Andrade,@Adiano355,1
@B3rn-t2t,@Adiano355,1
@Kauan20104,@Adiano355,2
@Adiano355,@Adiano355,1
@Arthur_Rigo_Andrade,@KRYPTEZ09,2
@Kauan20104,@KRYPTEZ09,1
@MigueldeAquinoCecilio,@MigueldeAquinoCecilio,1
@Kauan20104,@MigueldeAquinoCecilio,1
@Arthur_Rigo_Andrade,@EveraldoSouza-w8g,1
@Miguelaparecidomarcilino,@EveraldoSouza-w8g,1
@Adoramostmb,@LeonardoBrunoRamosdosSantos,1
@akachibr8501,@LucianaAlves-j6v,1
@Miguelaparecidomarcilino,@LucianaAlves-j6v,1
@Arthur_Rigo_Andrade,@mauricialopes575,1
@Itz_Madara_yt,@mauricialopes575,1
@Kauan20104,@mauricialopes575,1
@Kauan20104,@MurilloSoares-y7g,1
@Arthur_Rigo_Andrade,@LuisAlves-i8v,1
@falomemo6299,@LuisAlves-i8v,1
@Miguelaparecidomarcilino,@LuisAlves-i8v,1
@Itz_Madara_yt,@LuisAlves-i8v,1
@Kauan20104,@LuisAlves-i8v,1
@Arthur_Rigo_Andrade,@WilsonValadares-g3j,1
@Kauan20104,@WilsonValadares-g3j,1
@Arthur_Rigo_Andrade,@ElizangelaNascimento-r7h,1
@Kauan20104,@ElizangelaNascimento-r7h,1
@Arthur_Rigo_Andrade,@ESPORTEGOAT,1
@Itz_Madara_yt,@ESPORTEGOAT,1
@Arthur_Rigo_Andrade,@paozinho9435,1
@Adoramostmb,@paozinho9435,1
@ARTHURGQMER007,@ARTHURGQMER007,1
@Arthur_Rigo_Andrade,@ARTHURGQMER007,2
@Miguelaparecidomarcilino,@ARTHURGQMER007,1
@Kauan20104,@ARTHURGQMER007,1
@jmsm_pt355,@patriciar.fernandes2033,1
@Robert-vv3ry,@meloearth,1
@Ovalk01,@patriciar.fernandes2033,1
@Itz_Madara_yt,@patriciar.fernandes2033,1
@jmsm_pt355,@tadia3257,1
@mistereni,@soraiaoliveira4997,1
@Miguelaparecidomarcilino,@kauan-y1m,1
@Reifotv,@0Lalizinha0,1
@Robert-vv3ry,@0Lalizinha0,1
@otaviogodoy1605,@0Lalizinha0,1
@0Lalizinha0,@0Lalizinha0,2
@mistereni,@meloearth,1
@Miguelaparecidomarcilino,@RafaelLima-y3i9k,1
@maninho269,@ak1_gw1,1
@DaviCaetano-x6y1u,@EnzoSouza-t3m,1
@otaviogodoy1605,@superman-cks,1
@superman-cks,@superman-cks,1
@Itz_Madara_yt,@FabianaLuiza-i1f,1
@ThiagoMenezes72728,@the_kingOFC1,1
@the_kingOFC1,@the_kingOFC1,1
@jmsm_pt355,@the_kingOFC1,1
@jmsm_pt355,@obito_uchiha7574,1
@obito_uchiha7574,@obito_uchiha7574,2
@AnaLaura-f3v,@AnaLaura-f3v,5
@DiegoCesar-g7v,@DiegoCesar-g7v,2
@Itz_Madara_yt,@jovalbueno4717,1
@Fábiosilveira-w6q,@Luqueta-v2j,1
@antoniomagalhaes73,@HeitorFélix-t1n,1
@jmsm_pt355,@RodrigoDantas-n9j,1
@Itz_Madara_yt,@RodrigoDantas-n9j,1
@mizu_gl,@Anne_Antunes,1
@erikkmateus,@Anne_Antunes,1
@mauroshampoo430,@Anne_Antunes,1
@Anne_Antunes,@Anne_Antunes,2
@Itz_Madara_yt,@Anne_Antunes,2
@erikkmateus,@Zenitsu-f9b,1
@jmsm_pt355,@Zenitsu-f9b,2
@Itz_Madara_yt,@MatheusSantos-j1x,1
@ricassia9188,@MarySuelem,1
@adrianvantasset8081,@MarySuelem,1
@jmsm_pt355,@BeatrizHelena-t9p,1
@Itz_Madara_yt,@BeatrizHelena-t9p,1
@MuriloSoares-g2i,@MuriloSoares-g2i,1
@Miguelaparecidomarcilino,@Luffy-m1j9j,1
@VitoriaSouza-fz3ej,@FernandaLuan-l1w,1
@GuilhermeBatistasilva-z5h,@CarlosHenrique-my1mj,1
@Miguelaparecidomarcilino,@CarlosHenrique-my1mj,1
@Hidekirrr,@CarlosHenrique-my1mj,1
@arthurcosta8985,@pedrogameryt5431,1
@pedrogameryt5431,@pedrogameryt5431,1
@Miguelaparecidomarcilino,@Biancaa146,2
@Hidekirrr,@Biancaa146,1
@GuilhermeBatistasilva-z5h,@EsterAntonio-e6c,1
@Hidekirrr,@EsterAntonio-e6c,1
@Itz_Madara_yt,@EsterAntonio-e6c,1
@Calma-Pae,@Somedix,1
@luksreakt,@vigormc,1
@Hidekirrr,@vigormc,1
@LuaLl-v8v,@MariaEduarda-i6z4h,1
@luksreakt,@MariaEduarda-i6z4h,1
@TheRobot-v4j,@MariaEduarda-i6z4h,1
@Hidekirrr,@MariaEduarda-i6z4h,2
@MariaEduarda-i6z4h,@MariaEduarda-i6z4h,3
@vs_moreno2,@davicamargo3195,1
@luksreakt,@davicamargo3195,1
@Hidekirrr,@ÉricaSofia.9,1
@TheRobot-v4j,@Wallace-y6h,2
@yunaloved8732,@Wallace-y6h,1
@luksreakt,@Wallace-y6h,1
@luksreakt,@IcaroSamuel-v9j3v,1
@goddamolouco,@Leokazim157,1
@TheRobot-v4j,@Leokazim157,1
@luksreakt,@Leokazim157,1
@Mkzdgs,@EvertonLucas-e1f,1
@Souza32224,@EvertonLucas-e1f,1
@TheRobot-v4j,@EvertonLucas-e1f,1
@luksreakt,@EvertonLucas-e1f,1
@EvertonLucas-e1f,@EvertonLucas-e1f,1
@LuaLl-v8v,@levi-x3e2r,1
@TheRobot-v4j,@levi-x3e2r,1
@luksreakt,@levi-x3e2r,2
@levi-x3e2r,@levi-x3e2r,3
@goddamolouco,@LUIZX-h8t,1
@luksreakt,@LUIZX-h8t,1
@Z-Carty,@LUIZX-h8t,1
@TheRobot-v4j,@LUIZX-h8t,1
@Z-Carty,@denisefernandes4481,1
@luksreakt,@EstelaLopes-xv5pp,1
@Z-Carty,@EstelaLopes-xv5pp,1
@luksreakt,@SophiaCarvalho-j5v,4
@Z-Carty,@SophiaCarvalho-j5v,1
@reirandor807,@SophiaCarvalho-j5v,1
@Souza32224,@afonso-y2g,1
@Z-Carty,@afonso-y2g,1
@TheRobot-v4j,@afonso-y2g,1
@luksreakt,@dv7-ofc,1
@Z-Carty,@Eduardomeme59,1
@Z-Carty,@higor-x2i,1
@higor-x2i,@higor-x2i,1
@luksreakt,@higor-x2i,1
@luksreakt,@LaylaVarandas,1
@4okamaa,@KethylimvitoriaCordeiro,1
@Z-Carty,@KethylimvitoriaCordeiro,1
@luksreakt,@KethylimvitoriaCordeiro,1
@4okamaa,@Dany.ferreira,1
@luksreakt,@marcosjose9142,1
@Z-Carty,@MelissaBrasileiro-u1v,1
@luksreakt,@MelissaBrasileiro-u1v,1
@Z-Carty,@breno09-m8p,1
@VitoriaSouza-fz3ej,@Tlaytton,1
@nayuri_amtheor,@neumasilva4823,1
@goddamolouco,@raylleneOliveira,1
@luksreakt,@raylleneOliveira,1
@Z-Carty,@raylleneOliveira,1
@marianahacker1194,@carlasofiamonteirotavares6973,1
@Z-Carty,@carlasofiamonteirotavares6973,1
@VitoriaSouza-fz3ej,@hadryan07,1
@marianahacker1194,@hadryan07,1
@luksreakt,@ElisavanessaSilvaferreira,1
@Z-Carty,@ElisavanessaSilvaferreira,1
@luksreakt,@MaykonSergio-g1f,1
@MISSMARMITA,@JoãoMiguel-n8n7j,2
@Z-Carty,@JoãoMiguel-n8n7j,1
@nayuri_amtheor,@JoãoMiguel-n8n7j,1
@nayuri_amtheor,@KethillynVitoria-r3i,1
@Z-Carty,@mamutinho-z8c,1
@marianahacker1194,@mamutinho-z8c,1
@marianahacker1194,@AnaPaulaCosta-f2g3t,1
@adrianvantasset8081,@rhilanewendie7579,1
@Yandro_franca_neres,@marizetevieira2855,1
@Yandro_franca_neres,@PedroRafaelSouza-q1e2u,1
@mistereni,@PedroRafaelSouza-q1e2u,1
@Yandro_franca_neres,@JulyaOficial,1
@Yandro_franca_neres,@VictorGabrielyt_02,1
@ZaylaSousa,@EstherAntunes-g1y,1
@Yandro_franca_neres,@EstherAntunes-g1y,1
@pedrinnoherobrinepvp751,@veridianacaetano2116,1
@Thenskyy,@RayaneSalvayaAlmeidaMatosRara2,1
@RayaneSalvayaAlmeidaMatosRara2,@RayaneSalvayaAlmeidaMatosRara2,1
@gabrieloliveira-ql8gb,@gabrieloliveira-ql8gb,1
@adrianvantasset8081,@Tumtum_bilau,1
@thiagocoimbra8865,@thiagocoimbra8865,1
@natanbento6173,@pedrounipessoalribeiro5512,1
@memes-shorts-t5o,@caçadoresdelendas-b5b,1
@memes-shorts-t5o,@Rodridaquebrada9,1
@alguemseguraarafizz,@caçadoresdelendas-b5b,1
@alguemseguraarafizz,@umburroquefazgameplay,1
@xitandoff8888,@vinimota3336,1
@LarissadosSantosRibas-q5j,@tutuzera-i5p,1
@ivi8060,@tutuzera-i5p,1
@Ralodooficial,@CarlosDaniel-q2g,1
@nickkrb,@Paradoxo-j4o,1
@ÉohRafinha,@adrielekarenalbuquerque2135,1
@luamvictor6368,@adrielekarenalbuquerque2135,1
@adrielekarenalbuquerque2135,@adrielekarenalbuquerque2135,2
@ÉohRafinha,@iamviix,1
@Ralodooficial,@Malucotrecheiro,1
@Lipe-z5n,@Lipe-z5n,1
@alguemseguraarafizz,@hakumo8024,1
@hakumo8024,@MateusBarbosa-x3q,1
@oblivion.4ngel,@MateusBarbosa-x3q,1
@popsie_daora,@MateusBarbosa-x3q,1
@oblivion.4ngel,@MurilloRodrigues-w4r,1
@MurilloRodrigues-w4r,@MurilloRodrigues-w4r,3
@luamvictor6368,@MurilloRodrigues-w4r,1
@alguemseguraarafizz,@MurilloRodrigues-w4r,1
@Olucaslual,@JoãomendesSousa-n9m,1
@hakumo8024,@JoãomendesSousa-n9m,1
@TablosLaEssencia,@OtonielAlvesOficial,1
@hakumo8024,@valdirgomes5495,1
@oblivion.4ngel,@valdirgomes5495,1
@skeru7392,@valdirgomes5495,1
@luamvictor6368,@Davifreitas07,1
@TablosLaEssencia,@pietrocbngames5799,1
@oblivion.4ngel,@Emillyvitoria-4f,1
@oblivion.4ngel,@WillianMiranda-r2q,1
@skeru7392,@WillianMiranda-r2q,2
@Benny_Yaky,@JulianaCasarini-u6d,1
@the_goat_750,@MariaBarboza-h8l,1
@00Natsu,@analauracarvalho2845,1
@hakumo8024,@analauracarvalho2845,1
@oblivion.4ngel,@analauracarvalho2845,1
@Benny_Yaky,@FatimaBernardes-c3t,1
@Allenlenn1994,@BrenerDaSilvaa,1
@SemFeltro,@BrenerDaSilvaa,1
@carolinamoraes8481,@BrenerDaSilvaa,1
@BrenerDaSilvaa,@BrenerDaSilvaa,2
@luamvictor6368,@AlanaVitória-s5p,1
@AlanaVitória-s5p,@AlanaVitória-s5p,1
@Benny_Yaky,@ravenafãclubedevicc,4
@kaelfacci3148,@ravenafãclubedevicc,1
@EduxxMusic,@ravenafãclubedevicc,1
@oblivion.4ngel,@ravenafãclubedevicc,1
@ravenafãclubedevicc,@ravenafãclubedevicc,1
@skeru7392,@samuelsolisator6342,1
@EnouxBE,@PsiC_Supremo,1
@RaimundoRodrigues-hb1oz,@PsiC_Supremo,1
@Benny_Yaky,@Victorhugo-s6p,1
@luamvictor6368,@charlanesilvasantos2208,1
@Benny_Yaky,@CamargoM-y6f,2
@Benny_Yaky,@charlanesilvasantos2208,1
@Benny_Yaky,@yGibel,1
@luamvictor6368,@yGibel,1
@gabriellygali18,@brunamonteiro8634,1
@ivycoelho1969,@brunamonteiro8634,1
@JessicaCristina-ef2ys,@brunamonteiro8634,1
@Benny_Yaky,@IsadoraMaria-e4f,1
@lucasguedes5326,@rosilenejesus2103,1
@Benny_Yaky,@rosilenejesus2103,1
@skeru7392,@rosilenejesus2103,1
@lucasguedes5326,@Filipeteixeira-nt7yu,1
@Benny_Yaky,@Filipeteixeira-nt7yu,1
@mateusduarte8699,@brunanataly7681,1
@Martinecraft,@brunanataly7681,1
@mateusduarte8699,@Luccas_Raffael25,1
@Martinecraft,@Luccas_Raffael25,1
@gabii._night,@joaopaulo.minasgererais,1
@Martinecraft,@joaopaulo.minasgererais,1
@joaopaulo.minasgererais,@joaopaulo.minasgererais,2
@gabii._night,@Caio-z2d,1
@lucasguedes5326,@Caio-z2d,1
@LuisEdits_012,@Caio-z2d,1
@oblivion.4ngel,@Caio-z2d,1
@joaopaulo.minasgererais,@ThallesMilhomem,1
@Martinecraft,@ThallesMilhomem,1
@susanemartins3663,@ricardosantiagocintra3888,1
@mdasilva1826,@ricardosantiagocintra3888,1
@moacirpaulo6125,@ricardosantiagocintra3888,2
@ricardosantiagocintra3888,@ricardosantiagocintra3888,1
@vidadequintal,@ricardosantiagocintra3888,2
@ramonsaraiva-i5d,@ricardosantiagocintra3888,1
@Rebeca0975,@ricardosantiagocintra3888,1
@fukyuoibb,@ricardosantiagocintra3888,1
@Hater_da_Choquei,@ricardosantiagocintra3888,1
@WillianMiranda-r2q,@WillianMiranda-r2q,2
@mateusduarte8699,@WillianMiranda-r2q,2
@lucasguedes5326,@ViniciusFortunatii,1
@lucasguedes5326,@IsisWrage,1
@gabii._night,@IsisWrage,1
@lucasguedes5326,@SamueSmu,1
@RodrigoMoreira-td7oj,@SamueSmu,1
@João-o8f7,@SamueSmu,1
@gabii._night,@SamueSmu,1
@mateusduarte8699,@SamueSmu,1
@RodrigoMoreira-td7oj,@meumapa-e5e,1
@mateusduarte8699,@WarlesekelltondosSantosdaconce,1
@djguida011,@RogerPereiraespindola-j8g,1
@mateusduarte8699,@RogerPereiraespindola-j8g,1
@djguida011,@larissavirginia5944,1
@lucasguedes5326,@larissavirginia5944,1
@João-o8f7,@larissavirginia5944,1
@mateusduarte8699,@larissavirginia5944,2
@LuisEdits_012,@larissavirginia5944,1
@mateusduarte8699,@LaraFranciscofidelis,1
@João-o8f7,@FXdarlysson,3
@mateusduarte8699,@FXdarlysson,2
@lucasguedes5326,@FXdarlysson,1
@LuisEdits_012,@FXdarlysson,1
@mateusduarte8699,@LucianoGarcia-l4y,1
@xkjac,@GabrielMallmann-lx6ny,1
@DaviRangel-s5c,@DaviRangel-s5c,1
@João-o8f7,@DaviRangel-s5c,1
@LuisEdits_012,@DaviRangel-s5c,1
@lucasguedes5326,@Matheus-m8h,1
@Helenalago3131,@Matheus-m8h,1
@DaviSpideyk2,@RafaelHenriqueOliveira-x9x,1
@gabrielc6934,@RafaelHenriqueOliveira-x9x,1
@João-o8f7,@RafaelHenriqueOliveira-x9x,1
@Helenalago3131,@PrimoVieira-j6w,1
@BrasilEdit_OFICIAL,@LeonardoDossantos-b2t,1
@gabrielc6934,@LeonardoDossantos-b2t,1
@João-o8f7,@LeonardoDossantos-b2t,1
@BrasilEdit_OFICIAL,@VanessaSantos-y4v,1
@gabrielc6934,@AliferJr,1
@gabrielc6934,@ric8519,1
@DaviSpideyk2,@DiversaocomosAlmeidas,1
@Pessoaemelancolia,@MariaEduardadosSantosRibeirode,1
@ivi8060,@icorocha1131,1
@Bella_sadez,@anaFlávia-m8u,1
@DaviSpideyk2,@anaFlávia-m8u,1
@gabrielc6934,@anaFlávia-m8u,1
@adrianvantasset8081,@anaFlávia-m8u,1
@gabrielc6934,@DarleneSalvino,1
@arthurstart,@osvaldooliveiraoliveira,1
@KARINAPereiraHorta,@osvaldooliveiraoliveira,1
@gabrielc6934,@osvaldooliveiraoliveira,1
@gabrielc6934,@JoyceaneSoeiroVale,1
@adrianvantasset8081,@Lelyle-FX,1
@LeonardoSilva-rf5ie,@LeonardoSilva-rf5ie,1
@adrianvantasset8081,@LeonardoSilva-rf5ie,1
@DJLUCASGB_pc,@Pismiraiavocantigas,1
@arthurcosta8985,@Pismiraiavocantigas,1
@nick_reus,@daviddas84l,1
@ivi8060,@silviaadriana1204,1
@nick_reus,@RyanFerreira-yf6rh,1
@nick_reus,@ANAFERNANDA45ANAFERNANDASANTOS,1
@DJLUCASGB_pc,@rotinas.da.lala.120,1
@gabrielc6934,@rotinas.da.lala.120,1
@nick_reus,@umpfx,1
@nick_reus,@estefanesilva-d4c1x,1
@SantanaWithout4,@deividcordeirodeoliveira6636,2
@SantanaWithout4,@alinecruz2154,2
@nick_reus,@deividcordeirodeoliveira6636,1
@deividcordeirodeoliveira6636,@deividcordeirodeoliveira6636,1
@alinecruz2154,@GabyAureliano,2
@SantanaWithout4,@GabyAureliano,1
@nick_reus,@GabyAureliano,1
@gabrielc6934,@GabyAureliano,1
@Posy-o9b,@asprimas2655,1
@SantanaWithout4,@asprimas2655,1
@nick_reus,@asprimas2655,1
@gabrielc6934,@asprimas2655,1
@kinglarsoncr2571,@alinecruz2154,1
@nick_reus,@alinecruz2154,1
@alinecruz2154,@alinecruz2154,2
@kinglarsoncr2571,@LuizaOuverney-z7s,1
@SantanaWithout4,@LuizaOuverney-z7s,2
@FerreiraMiguel-w7i,@IsabellyFernandes-x5r,1
@KARINAPereiraHorta,@IsabellyFernandes-x5r,3
@Vnx911,@IsabellyFernandes-x5r,1
@nick_reus,@IsabellyFernandes-x5r,1
@LucaGabrielBr,@LuizaOuverney-z7s,1
@nick_reus,@LuizaOuverney-z7s,1
@Vnx911,@NádiaMacêdoLeite,1
@kinglarsoncr2571,@NádiaMacêdoLeite,1
@SantanaWithout4,@NádiaMacêdoLeite,1
@inesplicavelbasico1097,@NádiaMacêdoLeite,1
@gabrielc6934,@NádiaMacêdoLeite,1
@LucaGabrielBr,@JPrime-xb4to,1
@kinglarsoncr2571,@JPrime-xb4to,1
@SantanaWithout4,@JPrime-xb4to,1
@kinglarsoncr2571,@MariaEduardaFerreira-b6k,1
@SantanaWithout4,@MariaEduardaFerreira-b6k,2
@MariaEduardaFerreira-b6k,@MariaEduardaFerreira-b6k,2
@Vnx911,@MariaEduardaFerreira-b6k,1
@inesplicavelbasico1097,@MariaEduardaFerreira-b6k,1
@luquetasete,@MariaClaraMenezesdelima,1
@inesplicavelbasico1097,@MariaClaraMenezesdelima,1
@luquetasete,@Jamesfelisfaria-sc6mx,1
@SantanaWithout4,@BiancaOliveira-z4k,1
@SantanaWithout4,@Tamiris-e4e,1
@fairywhisper444,@SarutoUchira-g1z,1
@Vnx911,@SarutoUchira-g1z,1
@SantanaWithout4,@SarutoUchira-g1z,1
@iluvvsooy,@Ber-bernado,1
@fairywhisper444,@Ber-bernado,1
@SantanaWithout4,@Ber-bernado,1
@fairywhisper444,@namayt1-d2f,1
@SantanaWithout4,@namayt1-d2f,1
@iluvvsooy,@lililenenerysantos5141,1
@fairywhisper444,@lililenenerysantos5141,1
@SantanaWithout4,@lililenenerysantos5141,1
@adrianvantasset8081,@LuizFernandoCastro-n3h,1
@SantanaWithout4,@LuizFernandoCastro-n3h,1
@SantanaWithout4,@WalaceGuilherme-j4v,1
@SantanaWithout4,@tatianaalves9185,3
@adrianvantasset8081,@claudionorssantosnono3379,2
@SantanaWithout4,@fabioantoniosousabrito8006,1
@mundo_da_ninii,@jolie_chewy,3
@jolie_chewy,@jolie_chewy,1
@adrianvantasset8081,@GilbertoGomes-s9r,1
@adrianvantasset8081,@bieljogos834,1
@adrianvantasset8081,@ajufitoficial9161,1
@catypyp,@fãdaemillyvickkkk,1
@jolie_chewy,@fãdaemillyvickkkk,1
@catypyp,@UednaLopes-fg9uq,1
@catypyp,@Cookie.lovers.,1
@swasfutebol,@julianosantos7437,2
@catypyp,@julianosantos7437,1
@bilada-sapeca,@SILVA-8BF,1
@swasfutebol,@SILVA-8BF,1
@bilada-sapeca,@Top1bed,1
@catypyp,@Top1bed,1
@adrianvantasset8081,@leticiasouza9491,1
@bilada-sapeca,@jessicasantana9942,1
@catypyp,@diogoduraes3178,1
@bilada-sapeca,@mayaracordeiro4770,1
@bilada-sapeca,@YTbadwwyd,1
@swasfutebol,@YTbadwwyd,1
@bilada-sapeca,@priscilaroberta5830,1
@swasfutebol,@priscilaroberta5830,1
@catypyp,@priscilaroberta5830,1
@swasfutebol,@Pedronso97,1
@swasfutebol,@Jaro_12_3,1
@bilada-sapeca,@Jo.fc...taspio.rotina,1
@swasfutebol,@Júlia-milteus235,1
@catypyp,@Júlia-milteus235,1
@Kidmais18,@beatrizmartins9451,1
@swasfutebol,@beatrizmartins9451,1
@Kidmais18,@tomasolival8052,1
@bilada-sapeca,@KatieledoSocorro-h3h4m,1
@bilada-sapeca,@Iaggogabriel,1
@lucioheleno7325,@LarissaBernardo-k6j7t,1
@adrianvantasset8081,@patriciabrandao2355,7
@patriciabrandao2355,@patriciabrandao2355,4
@bilada-sapeca,@GabrielGabi-g5i,1
@tigaszrl,@cicelandiabarbosa3209,1
@swasfutebol,@cicelandiabarbosa3209,1
@DaviSilva-c5g,@roselibuenooliveira3328,1
@bilada-sapeca,@dumbalilare,1
@catypyp,@dumbalilare,1
@catypyp,@priscilameira5002,1
@PietroSouza-l5u,@LuizaLuiza-h7k,4
@bilada-sapeca,@LuizaLuiza-h7k,1
@catypyp,@LuizaLuiza-h7k,1
@LuizaLuiza-h7k,@LuizaLuiza-h7k,5
@swasfutebol,@MariaPereira-k9g6d,1
@rodrigosucena5700,@celiaribeirodias4333,1
@zennye7,@celiaribeirodias4333,1
@rodrigosucena5700,@marcelloplf189,1
@bilada-sapeca,@HenriqueLins-w3n,1
@adrianvantasset8081,@JoséWilliamSilvaDoNascimento,1
@adrianvantasset8081,@missanneboleyn1536,1
@joelsonlimadeoliveiraolive9924,@joelsonlimadeoliveiraolive9924,1
@joelsonlimadeoliveiraolive9924,@idaramosguimaraes2816,1
@SsysjajHshsjajaka,@idaramosguimaraes2816,1
@VitoriaSouza-fz3ej,@doomlink9224,1
@joelsonlimadeoliveiraolive9924,@doomlink9224,1
@joelsonlimadeoliveiraolive9924,@luiztenhoddh690,1
@joelsonlimadeoliveiraolive9924,@karolinabritoamaral5776,1
@joelsonlimadeoliveiraolive9924,@ArianeMendesdosSantos-p5q,1
@joelsonlimadeoliveiraolive9924,@LilithMartinz,1
@adrianvantasset8081,@LilithMartinz,1
@joelsonlimadeoliveiraolive9924,@ChystopherSantos,1
@joelsonlimadeoliveiraolive9924,@Vagner2025z,1
@joelsonlimadeoliveiraolive9924,@AlineSilva-rr5ty,1
@joelsonlimadeoliveiraolive9924,@luana6.619,1
@joelsonlimadeoliveiraolive9924,@GildaRodrigues-r7e,1
@joelsonlimadeoliveiraolive9924,@misteriouswolf1,1
@joelsonlimadeoliveiraolive9924,@LucaYuki-v1s,1
@DaviFelisberto-h3q,@DiegoGuerreiro-l3m,1
@Gladium_Victrix,@DiegoGuerreiro-l3m,1
@VitoriaSouza-fz3ej,@João_edited,3
@João_edited,@João_edited,1
@400mk7,@LouieWalter-o4g,1
@VitoriaSouza-fz3ej,@PamelaRosa-v8h,1
@tifi_kifi_botafoguense,@2babys_e_1_mae,1
@UUu-ww,@BernardoBe-o1h,1
@Tavinnn17,@ramires899,1
@catypyp,@ramires899,1
@adrianvantasset8081,@iedasousa5186,1
@VitoriaSouza-fz3ej,@nicolasvix_7,1
@oblivion.4ngel,@Gabriel_Arcanjo_lgbt,1
@I.grren.l,@AnaLeonor-p9c3i,1
@AnaLeonor-p9c3i,@AnaLeonor-p9c3i,2
@Phantom-kf9ck,@AnaLeonor-p9c3i,1
@usuaria_do_youtube_tube,@AnaLeonor-p9c3i,1
@oblivion.4ngel,@AnaLeonor-p9c3i,1
@VitoriaSouza-fz3ej,@AnaLeonor-p9c3i,2
@catypyp,@AnaLeonor-p9c3i,1
@VitoriaSouza-fz3ej,@alicinha_2015,1
