source,target,peso
@Comunista_Enrustida6378,@FernandaKiyota,1
@arteman4253,@FernandaKiyota,1
@Comunista_Enrustida6378,@leonamfernandes3207,2
@leonamfernandes3207,@leonamfernandes3207,1
@Comunista_Enrustida6378,@EvelynAlone,1
@Comunista_Enrustida6378,@coroagameplay,2
@Comunista_Enrustida6378,@olgamalheiro2643,1
@Comunista_Enrustida6378,@AurelinaPereira-xb4me,1
@Comunista_Enrustida6378,@Tootshpate_441off,1
@Comunista_Enrustida6378,@marcelo53007,1
@marcelo53007,@marcelo53007,1
@Comunista_Enrustida6378,@Xaviertenis,1
@Comunista_Enrustida6378,@miguelloterio,1
@SkateVibration,@DaviCardoso-k3d,1
@Comunista_Enrustida6378,@DaviCardoso-k3d,2
@DaviCardoso-k3d,@DaviCardoso-k3d,1
@Comunista_Enrustida6378,@soraiak4239,1
@PietroMartinianoreis,@PietroMartinianoreis,2
@adrianvantasset8081,@AlexandreTeixeira1,4
@AlexandreTeixeira1,@AlexandreTeixeira1,8
@laahq6878,@AlexandreTeixeira1,4
@Johnc-r1t,@Johnc-r1t,2
@TheTotalizer,@AngelitaLemos-s7w,1
@felipevictor6982,@GabrielDiBenedetto2509,1
@lobodoamanha,@GabrielDiBenedetto2509,1
@Ban-rh2ob,@ruca4937,1
@fernandafabriciafernandes6843,@Diegonunes47,1
@dahfne,@jonesmatheus2349,1
@KleberSallesMK,@jonesmatheus2349,1
@FlávioCarneiro-t1k,@jonesmatheus2349,1
@izacarletti,@jonesmatheus2349,1
@stonex4939,@jonesmatheus2349,1
@armandofilho6183,@jonesmatheus2349,1
@Fran50cisca,@jonesmatheus2349,1
@ValdeteMariadeJesusSousa,@Itsukikiwa,1
@storm_wkt,@bot-c5n,2
@bot-c5n,@bot-c5n,2
@Miak-qo3tp,@IsmaelSilva-e7d,1
@IsmaelSilva-e7d,@IsmaelSilva-e7d,1
@MariaJulia-m1n4v,@MariaJulia-m1n4v,1
@Wakai.,@lucasbrasildossantos7290,1
@msampaiopedro,@faahzote7626,1
@ivi8060,@Guilherme.481,1
@pombit0,@Guilherme.481,1
@gavitrikasdafiel1969,@Guilherme.481,1
@daniloamaranto3183,@MariaSabrina-s9z,1
@elainizeferinosilva,@MariaSabrina-s9z,1
@MariaSabrina-s9z,@MariaSabrina-s9z,1
@daniloamaranto3183,@mari_1233-5,1
@LeicesterForest-kd9sg,@mari_1233-5,1
@sabrinabrey5021,@SintegoCeres,1
@Palmeirasépoggers,@prisciladossantos8101,1
@queixoaerodinamico,@prisciladossantos8101,1
@Palmeirasépoggers,@izavilhena8212,1
@KXBrits_007,@pedrintaon9378,1
@podcast.critique,@natygoncalves8337,1
@KXBrits_007,@Ana2Deusa,2
@gaspar911,@Ana2Deusa,1
@KXBrits_007,@Luizinha134,1
@gaspar911,@Luizinha134,1
@KXBrits_007,@thalissonitalo8211,1
@ivi8060,@cafesaudepodcast4873,1
@KXBrits_007,@karinaoliveira3988,1
@IvacirMafiollette,@IvacirMafiollette,1
@gaspar911,@IvacirMafiollette,1
@KXBrits_007,@cudegaypeludo69,1
@devid6948,@Ablazejuggler,1
@brucewayne8714,@brucewayne8714,1
@Davi77J,@dredre747,1
@lucasdaniel8902,@kauaGabrielSilvaOliveira,1
@karinaoliveira3988,@igreja_cristasantidadeaosenhor,1
@Brunorafaelli,@leandrofrancisco3995,1
@carlos-hk8ng,@DavidAlves-m6z,1
@gabrielmoura-g3f,@DavidAlves-m6z,2
@DavidAlves-m6z,@DavidAlves-m6z,4
@lucasdaniel8902,@DavidAlves-m6z,1
@GodJustice2025-1,@sergiosantos6885,1
@minionchapado,@cicerosantana3730,1
@renatamartins5076,@jeanneathaydeprado3919,1
@JoãoArthur-y8n,@JoãoArthur-y8n,1
@Jgxzzz910,@Minatosz7,1
@viniciusalgumacoisa,@paulocesarcaetanodejesus7569,1
@sDaraM58,@VeronicaOliveira-w1z,1
@lucasdaniel8902,@VeronicaOliveira-w1z,1
@BunnyCrimsom,@AngelloDiVenere,1
@welingtoncorrea4883,@maisasilva-vx1do,1
@pracinhagamer6851,@maisasilva-vx1do,1
@gaspar911,@maisasilva-vx1do,1
@u.s.svecktor1273,@GabrielaSanches-r4p,1
@maysagaliano,@WESZINFFYTT,1
@Laismariastosdays,@WESZINFFYTT,1
@FelicianaRosadejesus-k8e,@WESZINFFYTT,1
@soulsvoiid,@suenhamandu2297,1
@soulsvoiid,@Tochinha_jogoss,1
@leo-hf6ut,@Tochinha_jogoss,1
@Tochinha_jogoss,@Tochinha_jogoss,1
@pracinhagamer6851,@marceltresso9521,1
@marceltresso9521,@marceltresso9521,1
@emanuelplay756,@SemFeltro,1
@soulsvoiid,@sircunha5412,1
@soulsvoiid,@turellaoficial,1
@soulsvoiid,@rhaulmarques967,1
@soulsvoiid,@agoradespertei,1
@gaspar911,@Kaiquin-e6g,1
@Cort-i7d,@outfi7tom432,1
@ivi8060,@ErickRobertoTM,1
@Cort-i7d,@DjyanaAndrade-b7f,1
@soulsvoiid,@leandroalbuquerque1652,2
@RafaelAntunes-c5l,@cristianeguerra8447,1
@cristianeguerra8447,@cristianeguerra8447,2
@misterbusYT,@GuerreiroUcrânia,1
@KarinBaesso,@GuerreiroUcrânia,1
@Felipe69140,@deboraamaral50,1
@ArTzzxp1,@deboraamaral50,1
@Pedrosouzacardoso1,@henriquesimples,1
@matheushenrique-jc7ni,@henriquesimples,1
@lucasdaniel8902,@henriquesimples,1
@celimarques,@MariaJayanePereiraDaSilv-m1n7x,1
@vanessabbfm,@sandraarantes8584,1
@farlley.sousaa,@kailanybonifacio5759,1
@farlley.sousaa,@giovannacarvalho5958,1
@ivi8060,@nemtodomundoodeiaachris,1
@Comunista_Enrustida6378,@carolinelisboa6941,1
@soulsvoiid,@carolinelisboa6941,1
@farlley.sousaa,@AmandaDiasAutora,1
@CalmaOuCalabreso,@AmandaDiasAutora,1
@MariaMaria-h2m,@AmandaDiasAutora,1
@Comunista_Enrustida6378,@gustavorosa577,1
@4lexandrem1rand46,@vitoriaregiaserraazul,1
@leandroalbuquerque1652,@vitoriaregiaserraazul,1
@eusouonaldocanal,@vitoriaregiaserraazul,1
@laciittaa,@vitoriaregiaserraazul,1
@renatamelo1139,@vitoriaregiaserraazul,1
@IzabelaCristina-o7g,@vitoriaregiaserraazul,1
@Comunista_Enrustida6378,@grilson4933,1
@grilson4933,@ohein1988,1
@Comunista_Enrustida6378,@elainegomes5217,1
@Lívia-q2h7t,@mina.na.net.,1
@Comunista_Enrustida6378,@kayket1,1
@ivi8060,@erikarocha2818,1
@Comunista_Enrustida6378,@erikarocha2818,1
@Comunista_Enrustida6378,@thamirysneves9483,1
@Comunista_Enrustida6378,@AnneGuidotti-l6f,1
@rruuaann7850,@LaizGabrielly-k4r,1
@ivi8060,@LaizGabrielly-k4r,1
@farlley.sousaa,@Anniha69,1
@ivi8060,@domingospignatelneto7727,1
@Comunista_Enrustida6378,@domingospignatelneto7727,1
@soulsvoiid,@domingospignatelneto7727,1
@domingospignatelneto7727,@domingospignatelneto7727,1
@Comunista_Enrustida6378,@anacristinaffranco8235,1
@soulsvoiid,@taniafer07,1
@Comunista_Enrustida6378,@joycedanyele5287,1
@Comunista_Enrustida6378,@sabinerodrigues,1
@Comunista_Enrustida6378,@Angelzinha636,1
@Comunista_Enrustida6378,@fabiolaeminafabi483,1
@luffybrofcOn,@ArthurVilete,1
@everywitchwaybrasil1597,@ArthurVilete,2
@raphaelpetherson7617,@ArthurVilete,2
@Comunista_Enrustida6378,@misael729,1
@everywitchwaybrasil1597,@selmamedeiros1462,1
@athebaar,@selmamedeiros1462,1
@Comunista_Enrustida6378,@selmamedeiros1462,1
@ivi8060,@AbimaelRodriguesSerg,1
@Comunista_Enrustida6378,@ritafrazao6894,1
@karolinerebecchi,@andressarodrigues7445,1
@Comunista_Enrustida6378,@andressarodrigues7445,1
@Comunista_Enrustida6378,@PauloHenrique-tj8ej,1
@Comunista_Enrustida6378,@marciabukneralves887,1
@Comunista_Enrustida6378,@Gabriel_Arcanjo_lgbt,2
@Comunista_Enrustida6378,@nelitofilho2902,1
@Comunista_Enrustida6378,@rafaelacristinamachado9640,1
@Comunista_Enrustida6378,@weapon777,1
@Comunista_Enrustida6378,@Éo_pereira-S2,1
@Comunista_Enrustida6378,@beicin_vdcr,1
@llvdollie,@NandaMaria-o5c,1
@Ryderxz1,@NandaMaria-o5c,1
@NandaMaria-o5c,@NandaMaria-o5c,1
@SrDrian,@MariaArruda-i4q,1
@rafaelacristinamachado9640,@Pizatti,1
@deusesastronautas444,@Pizatti,1
@llvdollie,@estética244,1
@yasunorie,@Leandro-v2t,1
@Ryderxz1,@Leandro-v2t,1
@josebenevalaraujo4724,@dorival91,1
@moartscriativas5000,@dorival91,1
@catypyp,@isabelvicoso,1
@moon_cut_asmr,@archangelusmagnus1,2
@archangelusmagnus1,@archangelusmagnus1,1
@De_la_Rocha,@archangelusmagnus1,1
@mina.na.net.,@ArquiteturaTSER,1
@mariacristinadentista,@ArquiteturaTSER,1
@soulsvoiid,@ArquiteturaTSER,1
@anonymous-y9c1v,@rayssaalmeida7818,1
@rayssaalmeida7818,@rayssaalmeida7818,1
@mina.na.net.,@flavinhagrissi8086,1
@celinaamorim2861,@flavinhagrissi8086,1
@cristianoalcantara7202,@flavinhagrissi8086,1
@anonymous-y9c1v,@micaelasantos1873,1
@MateusAntônio-t6l,@ÁgathaVitória-z1s,1
@EmillyLopes-yn3xv,@ÁgathaVitória-z1s,5
@De_la_Rocha,@ÁgathaVitória-z1s,1
@ÁgathaVitória-z1s,@ÁgathaVitória-z1s,4
@Suirie,@ÁgathaVitória-z1s,1
@darlekatekatedarle,@darlekatekatedarle,6
@mayonnedourado5539,@darlekatekatedarle,1
@EmillyLopes-yn3xv,@cleidemanone3020,1
@weyshlla796,@sabrinasecco4147,1
@leydee1000,@sabrinasecco4147,1
@fabiorodrigues3531,@sabrinasecco4147,1
@marienesantos1564,@sabrinasecco4147,1
@elenas.m.canonico2919,@sabrinasecco4147,1
@Dex-p3k,@sabrinasecco4147,1
@ismaelbuchalowicz6257,@sabrinasecco4147,1
@layseduarda4276,@sabrinasecco4147,1
@AnaLuizaAlcaldeDellaColeta,@sabrinasecco4147,1
@biamartinsvlogs2229,@JoanaDarckMelodeOliveira,1
@DT23F,@jeffersonns4104,2
@jeffersonns4104,@jeffersonns4104,1
@DT23F,@lucianaarantes9799,1
@pedroprimos1016,@wesleysapucaia273,2
@DT23F,@wesleysapucaia273,2
@DT23F,@jorlyn_gamer,1
@DerikCalebi,@RaquelDias-y7k,1
@smartom.0z,@nenhum8283,1
@BrunoAsteros,@rafaelaugustosouza6544,1
@RosaAmeliaRodrigues-r7y,@RosaAmeliaRodrigues-r7y,2
@fpstitan9622,@fpstitan9622,1
@higorr9869,@adrianamelo1089,1
@EmillyLopes-yn3xv,@nelmaferreirasantos5759,1
@hercules2743,@cheimeudistino,1
@indiobrasileiro8746,@EmylleSilva-r7g,1
@phd007,@EmylleSilva-r7g,1
@Belzebu___,@EmylleSilva-r7g,1
@igormedeiroscosta7794,@StefanyMayara-s5u3q,1
@Lady-Lambdadelta,@StefanyMayara-s5u3q,1
@VontadedoFogo.,@amandawelter95,1
@kairossistema760,@amandawelter95,1
@dzzfoxMV995,@keilaferreira9587,1
@lummyseiker9416,@ThaylaVictoria-z9q4o,1
@VontadedoFogo.,@Misashigg,1
@Misashigg,@Misashigg,1
@dzzfoxMV995,@alestudiovg,1
@VontadedoFogo.,@alestudiovg,1
@VontadedoFogo.,@marcusjunior6482,1
@marcusjunior6482,@marcusjunior6482,1
@Lady-Lambdadelta,@andrinedemouraalcantaras4354,1
@Rafael_1990,@hamiltonoliveiracoutinho3010,1
@CaioCapela,@hamiltonoliveiracoutinho3010,1
@tinagomes6470,@hamiltonoliveiracoutinho3010,1
@juliocesardpelizzon3506,@hamiltonoliveiracoutinho3010,1
@Comunista_Enrustida6378,@andrinedemouraalcantaras4354,1
@Comunista_Enrustida6378,@daniellima-fx8uz,1
@daniellima-fx8uz,@daniellima-fx8uz,1
@VontadedoFogo.,@daniellima-fx8uz,1
@filosofiasagrada2988,@filosofiasagrada2988,1
@VontadedoFogo.,@filosofiasagrada2988,1
@mmmmmmmmm_hhhhh,@MariaAntônia-j2n7l,1
@Lady-Lambdadelta,@MariaAntônia-j2n7l,1
@Comunista_Enrustida6378,@walisson-BAJA,1
@rafaelaragao.8641,@elvysdeassis,1
@Comunista_Enrustida6378,@tiffaobr,1
@rody_841,@Axel-b1t9u,1
@Lady-Lambdadelta,@Axel-b1t9u,1
@Comunista_Enrustida6378,@Axel-b1t9u,1
@dzzfoxMV995,@Axel-b1t9u,1
@VontadedoFogo.,@Axel-b1t9u,1
@Lady-Lambdadelta,@ruthriquelme1322,1
@VontadedoFogo.,@ruthriquelme1322,1
@Comunista_Enrustida6378,@leandroalbuquerque1652,1
@VontadedoFogo.,@leandroalbuquerque1652,2
@leandroalbuquerque1652,@leandroalbuquerque1652,1
@Comunista_Enrustida6378,@RAFINHA-0ab,1
@userytx,@RAFINHA-0ab,1
@leandroooo231,@RAFINHA-0ab,1
@lucianazanoni7195,@RAFINHA-0ab,1
@rody_841,@RAFINHA-0ab,1
@RAFINHA-0ab,@RAFINHA-0ab,1
@VontadedoFogo.,@RAFINHA-0ab,1
@Comunista_Enrustida6378,@rosemiranda8069,1
@leandroooo231,@rosemiranda8069,1
@debmatos,@jhenymika,1
@Comunista_Enrustida6378,@cachinhosdourados-bynicole8844,1
@Comunista_Enrustida6378,@AnnajuliaTorres-yo6lt,1
@VontadedoFogo.,@AnnajuliaTorres-yo6lt,1
@Comunista_Enrustida6378,@guilhermeguimaraes8396,1
@Comunista_Enrustida6378,@Brunozarichta,1
@leandroooo231,@mi55523,1
@Comunista_Enrustida6378,@mi55523,1
@yuriydf,@marcioandresilva3,2
@Comunista_Enrustida6378,@laercionav8100,1
@Comunista_Enrustida6378,@alexandrealvesmartins2721,1
@lucianazanoni7195,@KaueSilva-dq1vb,1
@KaueSilva-dq1vb,@KaueSilva-dq1vb,1
@Comunista_Enrustida6378,@fortress6292,1
@lucasblanc1295,@ney1926,1
@debmatos,@ney1926,1
@Comunista_Enrustida6378,@dedeinhas,1
@israelsales9096,@alinefuhr4425,1
@Comunista_Enrustida6378,@jacsontavares1513,1
@Comunista_Enrustida6378,@bellezinhavlogs2655,1
@lucianazanoni7195,@Rikelme36,1
@Dogfofo_ofc,@Dogfofo_ofc,1
@millenaoliveira4,@millenaoliveira4,1
@Comunista_Enrustida6378,@cebola2667,1
@Comunista_Enrustida6378,@Saude-c5q,1
@Comunista_Enrustida6378,@VictorDeth,1
@VictorDeth,@VictorDeth,1
@ulydgsjwya,@motosejogos,1
@Comunista_Enrustida6378,@motosejogos,1
@Comunista_Enrustida6378,@william.Siqueira.,1
@xingling1,@xingling1,1
@davizin_mine,@davizin_mine,1
@Comunista_Enrustida6378,@EdmilsonSantosdejesus-x8g,1
@larissynhaalvez8962,@SaraPrudente-c9b,1
@SaraPrudente-c9b,@SaraPrudente-c9b,1
@Emerson-yj7vu,@SaraPrudente-c9b,1
@juliamariadelima4051,@SaraPrudente-c9b,1
@darlekatekatedarle,@SaraPrudente-c9b,2
@camilaYHWH,@SaraPrudente-c9b,1
@RubhiMaximo-g4t,@SaraPrudente-c9b,1
@nayaramiranda9071,@SaraPrudente-c9b,1
@NataliaGuimaraes-jt3gh,@MsENY29,1
@Comunista_Enrustida6378,@RaiaraLuzz,1
@Lady-Lambdadelta,@paulopubur7760,2
@william.Siqueira.,@paulopubur7760,1
@ivi8060,@paulopubur7760,1
@Fabio102.8,@paulopubur7760,2
@Comunista_Enrustida6378,@paulopubur7760,1
@paulopubur7760,@paulopubur7760,2
@ivi8060,@GeslâniaCarlos-y4i,1
@GeslâniaCarlos-y4i,@GeslâniaCarlos-y4i,1
@tiagodantastd7,@2356-s,1
@2356-s,@2356-s,2
@KAL980,@NETORIBASMDSMUNDODOSAMBA,1
@daniloaraujodeoliveira5504,@NETORIBASMDSMUNDODOSAMBA,1
@michelebezerra6870,@NETORIBASMDSMUNDODOSAMBA,1
@grasielamambrini4216,@NETORIBASMDSMUNDODOSAMBA,1
@Emerson-yj7vu,@NETORIBASMDSMUNDODOSAMBA,1
@DouglasLopes-dt3dm,@2356-s,1
@Comunista_Enrustida6378,@Marcos-r4j6q,1
@Marcos-r4j6q,@Marcos-r4j6q,1
@carlosduarte561,@carlosduarte561,2
@Comunista_Enrustida6378,@insiderFL4,1
@Comunista_Enrustida6378,@scarmz21,1
@Comunista_Enrustida6378,@rafaelferreira-zi7de,1
@17-Døgg,@17-Døgg,1
@Silva01121,@officialallannova8313,1
@Comunista_Enrustida6378,@SelenaNascimento-u9l,1
@Comunista_Enrustida6378,@cristinagoebel9144,1
@Comunista_Enrustida6378,@marinaelias4845,1
@Igor-dk2zv,@AnaClaraPereira-u6r,1
@AnaOliveira-g6j,@AnaClaraPereira-u6r,1
@anonimo7729-,@carloshaa3029,1
@Comunista_Enrustida6378,@carloshaa3029,1
@Comunista_Enrustida6378,@JovemcriadorIntelectual,1
@insiderFL4,@Raffaeucds2025,1
@Silva01121,@Raffaeucds2025,1
@diegokratos5278,@Raffaeucds2025,2
@diariodousineiro,@AlexSilva-g6b,1
@Silva01121,@AlexSilva-g6b,1
@Jeosousaa,@AlexSilva-g6b,1
@anonimo7729-,@AlexSilva-g6b,1
@LeicesterForest-kd9sg,@AlexSilva-g6b,1
@Comunista_Enrustida6378,@AlexSilva-g6b,1
@Comunista_Enrustida6378,@tassyanascala5453,1
@Silva01121,@Nenod,1
@VanessaCâmara-b9n,@sidineiabiazoto6877,1
@LeicesterForest-kd9sg,@sidineiabiazoto6877,1
@aquamlb_gacha_animation,@fabiorodrigues3531,1
@Comunista_Enrustida6378,@rodrigomoisinho2676,1
@reginaldosouzacosta6378,@reginaldosouzacosta6378,1
@anonimo7729-,@reginaldosouzacosta6378,1
@Comunista_Enrustida6378,@benesantosjunior4448,2
@benesantosjunior4448,@benesantosjunior4448,2
@ivi8060,@BeatrizAndrade-t1j,1
@LeicesterForest-kd9sg,@BeatrizAndrade-t1j,1
@ivi8060,@reginaldosouzacosta6378,1
@Kaulitzlpx,@brunavieiranascimento3579,1
@Comunista_Enrustida6378,@donicoimbra,1
@hftoledo,@hftoledo,1
@Comunista_Enrustida6378,@KeurySilva-m9i,1
@heartlya,@shicrazy33,1
@VEGETA_EGO_SUPERIOR-10,@Andréa.araujo-d9n,1
@Nandohasjojo,@PatriciaRodriguesdelima-r1h,1
@Comunista_Enrustida6378,@pintawiz3379,1
@Comunista_Enrustida6378,@EveraldoJunior-o6p,1
@EveraldoJunior-o6p,@EveraldoJunior-o6p,2
@LuizGustavo-rv2nj,@Reidocapa-444,1
@paulamelissabraga3054,@paulamelissabraga3054,1
@ivi8060,@Jorge-zt3vl,1
@VEGETA_EGO_SUPERIOR-10,@PrincesStarOfc,1
@Lady-Lambdadelta,@fabioliradasilvalira3725,1
@ivi8060,@fabioliradasilvalira3725,1
@ivi8060,@andreluizalvescardosovieira,1
@ivi8060,@elielamaral3520,1
@ArthurGomes-l9l,@kaue-g5j,1
@Kheinan,@Itana_sousa,1
@ivi8060,@mikhailjuliano4592,1
@ivi8060,@srta_rosinha09409,1
@astronauta3043,@srta_rosinha09409,1
@JenniferSalomao27,@AnaFrigues021,1
@michaelwillianpereira98,@michaelwillianpereira98,1
@jojomyra.,@anapaulaschmeiske3873,1
@IsleyArchive,@canaldagalera-oz8vg,1
@BrunaDaSilva-x8q,@BrunaDaSilva-x8q,1
@vffmusic,@IRENE-x4v,1
@astronauta3043,@IRENE-x4v,1
@IRENE-x4v,@IRENE-x4v,1
@dianaenfer,@dianaenfer,1
@canaldopinhaoreideobra9260,@TiagodeLimaSilva13,1
@Apolotyx,@narcafto,1
@luis_schizo,@qwertttty0-0,2
@qwertttty0-0,@qwertttty0-0,3
@RenanVictorF,@marcilenecosta7114,1
@Miguelv590,@marcilenecosta7114,1
@ivi8060,@sanoadmasilva7865,1
@ivi8060,@Bernardobgpereira,1
@ivi8060,@wagnerwaguinho4514,1
@ivi8060,@flaviadeoliveirasilva3320,1
@miih3040,@flaviadeoliveirasilva3320,1
@CANALFAMILIASACANAHQ,@ChapolinaCHP,1
@ivi8060,@ValentinaClair,1
@RosivanArthurOliveira,@Victor-000,1
@ithalo-x2,@gui_ff75,1
@KIRITO-jo7vg,@diethermarquardt3033,1
@CristianoAntônioDosSantos-v2j,@AndressaPiris,1
@CristianoAntônioDosSantos-v2j,@leticiaisabellealexandre2223,1
@CristianoAntônioDosSantos-v2j,@MarleneMaurício-y7d,1
@ithalo-x2,@LuckasLima-u7z,1
@Miguelv590,@LuckasLima-u7z,1
@Rhazyell,@nxdyineeci,1
@vagner5229,@nxdyineeci,1
@chercandz,@GandhiTemoteo,1
@xsThiago,@FabriciaValentini,1
@pragmata7997,@beatrizbitencourt3182,1
@gono_bf1,@geisonjason4785,1
@gono_bf1,@nilvaneo,1
@Nathan-gy7ce,@miriamlara7032,1
@leojhin,@miriamlara7032,1
@Vultho,@sinceraosempre,1
@gustavorochalo5812,@gustavorochalo5812,1
@RisomarJoana,@J.A.Pessoa,1
@Rhazyell,@RafaelAlmeidaMatos,1
@Thoyn,@alinecastelli369,1
@Vitoriamoraes7944,@Illyramos11,1
@ANONIMO93U3JF,@Illyramos11,2
@Illyramos11,@Illyramos11,4
@fabiadantmudandotudo5037,@cleide6353,1
@Kaueh-hv3gt,@lucas7778-n6m,1
@Comunista_Enrustida6378,@karolluz5852,1
@Comunista_Enrustida6378,@iieeddaa1,1
@Comunista_Enrustida6378,@Cortesdolass,1
@amandaalves_98,@Cortesdolass,1
@Comunista_Enrustida6378,@tmengliish,1
@Comunista_Enrustida6378,@EstudosLB,1
@EstudosLB,@EstudosLB,1
@Comunista_Enrustida6378,@FTWDarkbone,1
@Comunista_Enrustida6378,@leonardonh3456,1
@Comunista_Enrustida6378,@rodrigotezuka,1
@Comunista_Enrustida6378,@rogeriodacostapalma6974,1
@rogeriodacostapalma6974,@rogeriodacostapalma6974,1
@Comunista_Enrustida6378,@renatasouza5183,1
@ivi8060,@matheussilva8082,1
@ivi8060,@gracamorais6928,1
@lixe8611,@WagnerPrado99,1
@LithosCraftTV,@WagnerPrado99,1
@ivi8060,@WagnerPrado99,1
@ivi8060,@luan2shi,1
@ivi8060,@nacionalistabrasileiro3158,1
@ivi8060,@yurimaciel7396,1
@yurimaciel7396,@yurimaciel7396,1
@lixe8611,@yurimaciel7396,1
@Mateussilvadearauj,@tianenê-i8x,1
@linconvinicius9767,@usuário302-77,1
@geicealmeida5300,@geicealmeida5300,1
@ikzdzk,@debschulz399,1
@riupetrukio3708,@sabedoriativa,1
@sabedoriativa,@sabedoriativa,1
@macacolegendado,@iFrys,1
@ivi8060,@eu_yanez,1
@ivi8060,@neiwaldo,1
@ivi8060,@keidyandrade2777,2
@keidyandrade2777,@keidyandrade2777,1
@IsChar12,@GabrielDBR7237,1
@IsChar12,@JosivaldoFerreiraSantos-x3p,2
@JosivaldoFerreiraSantos-x3p,@JosivaldoFerreiraSantos-x3p,1
@Iury-py7fr,@CapjkBrasileiro,1
@IsChar12,@MariaritaDossantospereiradedeu,1
@MariaritaDossantospereiradedeu,@MariaritaDossantospereiradedeu,1
@IsChar12,@BentoJatobá,1
@IsChar12,@maracaprioculinariaedicas,1
@isaacgaleao,@amorsurreal3321,1
@sasuke_louis3832,@sasuke_louis3832,1
@JoaoLucasLyrics,@MateusFernandes.Oficial,1
@JoaoLucasLyrics,@israellima5404,1
@Davzz-i4x,@israellima5404,1
@MMFilmsbr,@flaviofarago,1
@Davzz-i4x,@janiquely,1
@VitoriaOliveira-uc4qu,@sucessonobrasil,1
@Sla7.7,@mmrio2023,1
@Sla7.7,@1silvestre,1
@Frost-zp6ys,@campodoonze,2
@Sla7.7,@campodoonze,1
@Sla7.7,@adrianabarros4310,1
@Zorotardbrasileiro26,@RaizaMartins-q1m,1
@Sla7.7,@RaizaMartins-q1m,1
@_djlucaozs,@pedrofilipesousa5837,1
@Davzz-i4x,@pedrofilipesousa5837,1
@Sla7.7,@lillyanhawelly3678,1
@aureizacavalcante7436,@wandyllaSilva,1
@caramelo1466,@lillyanhawelly3678,1
@mandyrodrigues,@rozelainepereira2783,1
@AndréNegócios-f4x8n,@rozelainepereira2783,1
@luisailiriana955,@rozelainepereira2783,1
@Jota_Beto,@cleidemelo5345,1
@Jota_Beto,@ftri1011,1
@cesarbruces3086,@cesarbruces3086,1
@jazaamxd,@crystalcorpbrasil4353,1
@adolfevanbrown,@Vieiraah0101,1
@adolfevanbrown,@mem8819,1
@Jota_Beto,@kevinhominiatura,1
@vitor5200,@dobrabaci,1
@Jota_Beto,@MariadaSilvaMylene,1
@MariadaSilvaMylene,@MariadaSilvaMylene,1
@adolfevanbrown,@AllanDeAlmeidaCosta-b1o,1
@lilyg465,@daniavarga,1
@astronautin9951,@AntonioAlvesVieiraFilho,1
@elainih,@AntonioAlvesVieiraFilho,2
@AntonioAlvesVieiraFilho,@AntonioAlvesVieiraFilho,1
@elainih,@robsonbelodevilar4295,1
@k-poper2811,@vanessaaparecidapereiramen9470,1
@Comunista_Enrustida6378,@vanessaaparecidapereiramen9470,1
@lucas7778-n6m,@vanessaaparecidapereiramen9470,1
@lucaskaton,@julliaperez1127,2
@Jota_Beto,@julliaperez1127,3
@julliaperez1127,@julliaperez1127,2
@Jota_Beto,@Jonathas2008,1
@PedroSantana-k4m,@bibianabombassarogodinho5455,1
@KaicolOfficial,@Manaces157,1
@KaicolOfficial,@MATHEUSMULEKALMEIDAWALGER,1
@luanrls1997,@rique051,1
@anônimo17966,@hajar-9-xjs,1
@devillukke,@hajar-9-xjs,1
@Бруно-м9к,@carlosjesus6351,1
@alana7051,@carlosjesus6351,1
@carlosjesus6351,@carlosjesus6351,2
@rodigosr,@cristovaomota,1
@Miguelv590,@ANACAROLINABORRALHOSBASTOS,1
@LeicesterForest-kd9sg,@ANACAROLINABORRALHOSBASTOS,1
@homegamesloja,@fabriciofernandes3198,1
@fabriciofernandes3198,@fabriciofernandes3198,1
@LorenzoSalesAlbuquerque-p9v,@LorenzoSalesAlbuquerque-p9v,1
@Yuco179,@ednapatricia9642,1
@LeicesterForest-kd9sg,@ednapatricia9642,1
@gabrielpagnodeoliveira4946,@lucasSouza-w4l,1
@Miguelv590,@Aghata_videos,1
@Davzz-i4x,@Aghata_videos,1
@Miguelv590,@Nathielly-i4z6m,1
@Lady-Lambdadelta,@Nathielly-i4z6m,1
@ivi8060,@NubiaBarra-n2y,1
@Emilizinh,@Lucas-v5s9q,1
@mr.trollermen,@IsabellaAndrioletti,1
@inoyamanaka_fofa,@lobinha3889,1
@Miguelv590,@elizeumedeiros_tec_rj,1
@UNESCOBr,@andresimon,1
@TamiresSinfronio,@adrielleLinhares,1
@Atomo_S,@adrielleLinhares,1
@KatiaBarbosa-ef3rn,@adrielleLinhares,1
@AnnaLima-f7x6c,@AnaSophiaAzevedo-pb8dk,1
@Yuco179,@AnaSophiaAzevedo-pb8dk,1
@YuriCaua-r4x,@Apollogamer5,1
@rafael.aguetoni,@pinguila3410,1
@Yuco179,@LeianeogaCeia,1
@ivi8060,@VanneSmile83,1
@Yuco179,@Drax_RTXZ,1
@RealLongplays,@RealLongplays,1
@AnnaLima-f7x6c,@BITMC-DOWNLOAD,1
@Craniunsteb,@BITMC-DOWNLOAD,1
@dayserodrigues7848,@NathaliaMendes-p5f,1
@dayserodrigues7848,@Cudigrilo-x4i,1
@adrianvantasset8081,@claudiasenna13,1
@ocriador5606,@joaopedromunhozsantos,1
@brasilerinhas,@susymarycostaalexandre6243,1
