id,total_comments,total_replies_received
@arthursantos4935,1,1
@giulia8828,1,1
@CarlosHenrique-xx4lo,0,0
@LauraBuenod,1,0
@WalkiriaMaria-z8g,1,0
@maxxpontes,1,0
@dielemonteiro8346,1,0
@AllanaBomfim-e5p,1,0
@evelysouza4310,2,0
@viviregina5733,1,0
@batatao_podre,3,0
@zenaidevaz402,2,0
@K0BR4mods,1,0
@lucianoalmeidaamaral7602,1,0
@AylaBorges-d1q,1,0
@FabioVieira-qq9pj,1,0
@Anon1mo-mp1kn,1,0
@pamelaaraujo2586,1,0
@larissacosta3414,1,0
@solangegilberti6740,3,0
@LuisFelipe-tj6tn,1,0
@mariaclaraflores6924,1,0
@Issoemuitoutil25,1,0
@cr7wulfyoutube453,1,1
@leticiavilhalvaferreira6525,0,0
@livialais3329,1,0
@adrianalustosa542,1,0
@metaswim-lagoadaprata-ruth4677,1,0
@michelleiluminada,1,0
@anakoser6185,1,0
@BatataCristal,1,0
@Yoosee-b8q,1,0
@artbyclaudino7998,1,0
@GSF_Comex,1,0
@JhonnyLoannes,1,3
@walissonrodrigues8457,0,0
@ranigrndermit,1,0
@CleinerVeronezCoan,1,0
@batmannarrador,1,1
@hevillyncristiny,1,0
@thaisdamasceno9352,1,1
@RaquelSantos-j6v,1,0
@angelocruz7669,1,0
@MicheleTchimuco,1,0
@valeud812,1,0
@Laraemanu856,1,1
@DanielaSilva-yf4xj,1,0
@hebertrichards-z9m,1,0
@yariellamartins5730,1,2
@guicaramella,4,0
@ThaylaneAlmeidadeAraújo,1,0
@rafaelaraujopedro7811,1,0
@rafissouza,1,0
@kwaimundo_gringo,2,3
@0Gab0,0,0
@trah2732,1,0
@Playerbrzu777,1,0
@lenoxxsound3593,1,0
@CamilaMila-j5x,1,0
@JPZINN1V2W,1,0
@PICPAY777TTK,1,0
@RodrigoRosaAntonio,1,0
@juniorgoncalves5450,1,0
@ivanildobernardino9729,1,0
@flehflehfleh,1,0
@giselebrassanini7927,1,0
@kesianemourao7285,1,0
@Nilymoraes,1,1
@As92-k1m,1,0
@JuniorAguiar15,1,0
@mariakellybatista5459,1,0
@MariaInêsLampert,1,0
@Carrobaixo.oficial,1,0
@dekodeh,1,0
@juuhazevedo3952,1,0
@1morajo.lover1,1,0
@KailonCarvalho-e5r8c,1,0
@laurabarroso8400,1,0
@gislainefirszt,1,0
@vanessasouza751,1,0
@Zeno-Jr,1,0
@jonataseller9338,1,0
@RaisaGeribello,1,0
@paulohgmaraia,1,0
@LaliMengS2,1,0
@SalazarGameplay,1,0
@lapidandocerebro,1,0
@jairasantos3352,1,0
@IsabeleFurtado-v1g,1,0
@danielbezerra8854,1,0
@IsmaellyRohl,1,0
@Ferrarezzide,1,0
@rafaellefernandes5842,1,0
@DaviLucasDaSilvaRamos-km2cr,2,0
@migueljesusf,1,0
@patriciabas4342,1,0
@Anapaulapierri,1,0
@paulafigueiredo5113,2,1
@JamillyDamas-z2k,1,0
@iaralimma14,1,0
@mariafranciscaalvesdesousa4801,1,0
@GoogleProoo,1,0
@mariajiciene6541,1,0
@Davi_game100,1,0
@Th-1801,2,0
@artur.ribeiro.398,1,1
@semcriatividade3123,0,0
@TheManoloCosta,1,0
@wladimirufc,1,0
@NeideNunes-r6x,1,0
@blamejohm,1,0
@cvanterock,2,2
@MatheusOliveira-sp8dm,0,0
@souRynerff333,1,0
@Matheus_henrr,1,1
@JessicaBajarunas,1,0
@luizdiego3115,1,0
@joicealmeida5462,1,0
@nak4me,1,0
@brunathauanny8417,1,0
@TheClaudiocld2,1,0
@juviegas1926,1,0
@renatafelix5460,1,0
@Bellaflor-d1n,1,0
@CamilaAndrade-n8t,1,0
@mariobr4564,1,0
@matheusalmeida4166,1,0
@Mundosertanejo-vf9cr,1,0
@LuzieteFelipe,1,0
@elizetetavaresgaspar,1,0
@kimtavares2555,1,0
@carmensilva2316,1,0
@peloamordedarwin8662,1,0
@matiasgarreto1192,1,0
@MarlonOliveira-v2o,1,0
@evandrofelipeprestes2870,1,0
@deyanebispodeoliveira1087,1,0
@anadias93,1,0
@JulianaRosário372,1,0
@OneLacost,2,0
@dindyhsz,1,0
@silvananascimento9770,1,0
@JhenyfferLauanneVargas,1,0
@wevertoncosta3621,1,0
@tortugaxp,1,0
@strawhanaberry,1,0
@Mccyy,1,0
@luanalopes2640,1,0
@vtech2080,1,0
@thaishoratata,1,0
@henriquebarbosa6360,1,0
@F.GamerBR,1,0
@gersoncamargo4154,1,3
@rayssalorrayneee,0,0
@alexodin2311,1,0
@guiumota5736,1,0
@robsoncastro7857,1,0
@olivanlima6681,1,0
@LucasGabriel-lk8ew,1,0
@jessfran3529,1,0
@cassianobarbosa8022,1,0
@Gelozo,1,0
@shirlenecunha3398,1,0
@EldineyJardim,1,0
@LilianeAmaro-o9o,1,0
@roselicoelho683,1,0
@igbarbadark,1,0
@orlanypriscila6476,2,0
@matheusresende4694,1,0
@gislainepinheiro3994,1,0
@udepeo,1,0
@andersonfm21,1,0
@eagorabonitas4966,1,0
@CanaldoGGcomAbraaoSantana,1,0
@nadya5678,1,0
@ezequielzack_otanix,1,0
@magdaflorenserecife7873,1,0
@joaldosouzadanobrega3102,1,0
@mr.cellina,1,0
@Dllzxus,1,0
@nicetesilva5190,1,0
@mauriciogoncalves498,1,0
@sergiovileladev,1,0
@SiK-UchiraBetsch,1,0
@MilanBuzanoDiPora,1,0
@Lardassu,1,0
@mulherinteressante-liviagomes,1,0
@Joycesouzapinheiroo,1,0
@julianavarro49,1,0
@IsadoraPedroso-28,1,0
@carolinemattos5852,1,0
@Whitezxskillsmps,1,0
@arquenysgamer,1,0
@NatáliaPaiva-h2f,1,0
@delysbarros5477,1,0
@VictorHugo-on2qv,1,0
@gracilenearaujo9616,1,0
@jaenecosta351,1,0
@claudianaaraujo7004,1,0
@leticiaaguiar9334,1,0
@elainebarbosadonascimentoe8501,1,0
@simeyabreu7096,1,0
@teresasousa5807,1,0
@BrunaTayanne,1,0
@thamycoelho4889,1,0
@lelek_pro,1,0
@samarasilva4497,2,0
@reginavaine6536,1,0
@CanalRedspeed,1,0
@P3lrm,1,0
@claitontinho3908,1,9
@Vinihfernandess23,0,0
@Bahiamaiordomundo,0,0
@RONALDOMOREIRA24,0,0
@Myro4028,1,0
@ritamoura1572,1,0
@cassianonanre4188,1,1
@galego9987,0,0
@sergiusf,1,0
@Bylliedekid,1,0
@cafecomchai,1,0
@leooliveira516,1,0
@caroline1785,1,0
@bia-engineer-software,2,0
@paulojuniorpimentel8926,1,0
@leticiamaia8054,1,0
@pacheco1983,1,0
@afaxineira299,1,0
@anabeatrizcunha3017,1,0
@MariaFernandaOliveiraVieir-h9r,1,1
@douglashenrique5506,0,0
@Ivoneprodutos123,1,0
@brenndaoliveira7287,1,0
@BRAGA.086,1,0
@jociney-x1r,1,0
@magrinxzz,1,0
@giseleanasilva879,1,0
@kelyson_,1,0
@MatheusCaetano-n1e,1,0
@AntonildoLopes-j5d,1,0
@carolinegodoybransguber4497,1,0
@vitormello3737,1,0
@GameplayTiws,1,0
@beatrizmundstock8048,1,0
@leandrosouza5540,1,0
@Gustavo-uh8ww,1,4
@Loweasy,0,0
@lulunvs,1,5
@viniciuscunha-x6e,1,0
@Joooaopedrooolv,2,0
@deborahfarias7314,1,0
@aureaboson,1,0
@Kelly_Souza081,1,0
@FabioBarbosa-l9z,1,0
@matheusfagundes9460,1,0
@leonardot.ribeiro5650,1,0
@annacarvalho9159,1,0
@diihcumin8429,1,0
@luzabastos2314,1,0
@lucianorodrigues-rh3rx,1,0
@heloneida.Toronto,1,0
@kellygomes9236,1,0
@Nihsneglmpact,1,0
@HelenaTassani,1,0
@ItaloDavi-k7k,1,0
@RoseliSaraivadeArruda,3,0
@JoaoFrancisco-v7q4x,1,0
@nyahstay,1,0
@JoaoVitor-br2gw,1,0
@leehpotter2607,1,0
@sheilafigueiredo2084,1,0
@5.5.AOfficial,1,0
@marcilenesantos522,1,2
@arthurmarques7272,0,0
@rickbill13,0,0
@davibrasil-t4l8k,1,0
@AlexVelosoX,1,0
@guigamath,1,0
@videosdoMAURO,1,0
@tanqpZ,1,0
@Gabriel-gb7mi,1,0
@ENN-AZRAEL,1,0
@autamariaarrudamoura5178,1,0
@carloseduardobrunelli6234,1,0
@IvandromoraisIvandro,1,0
@carloscamisa4,1,0
@Isaa_bloxz,1,0
@Victor-c-u5s,1,0
@rubensmachado565,1,0
@JoseAlessandroDosreis,2,0
@valeriamartins1689,1,0
@soralelek,1,0
@Comediaemacao921,1,0
@Kah_OwO,1,0
@ViczinDograu-d8f,1,0
@giovannavictoria8413,1,0
@thiagofonttana4531,1,0
@Over77-j9g,2,0
@thiagowillgarcia,1,0
@MarvellousDraven,1,0
@mariaulian328,1,0
@martamarianavieira,1,0
@pipocadoLorenzoroblox123,1,0
@REI_NA0Y01,1,0
@lucianadias7047,1,0
@ElieneSacramento-c7c,1,0
@Hyamiojinho,5,0
@valdirribeiro297,2,1
@romulloworld,0,0
@marianasilvarodrigues526,1,0
@lelemiranda9146,1,0
@LuanaHyde,1,0
@marciaoliveira4054,1,0
@allissonrenanthiago5640,1,0
@AnaPaula-pw9lm,1,0
@gleysonfernandes9320,1,0
@GTAMarquinhos,1,0
@sophyadesyree_,1,0
@lucianadelimagoncalves5600,1,0
@nanyfolgada,1,0
@biis2dynha,1,0
@suelytavares761,1,0
@rsjanousek,1,0
@98Maria_57,1,0
@medina.hzn9,1,6
@boby_yt89,0,0
@iceberganime,0,0
@emilycarvalho94,1,0
@GuilhermeXavier-e8w,1,0
@pedropaiva6485,1,0
@TiagofelipeFelipe-o7o,1,0
@tiaguiinsouza368,1,0
@Lj-costa,1,3
@JuliaGomesKozmiej,2,0
@NivoleBatista,1,0
@brucewayne2956,1,0
@GabrielAndrade-j1q,1,0
@jhessykathaysviana3774,2,0
@power-hd,1,0
@louissobreiro2308,1,0
@marciopontes6251,1,0
@andre-k3t2t,1,0
@karinasemtchukritter7645,1,0
@luzferreira6406,1,0
@azhealthclinic,1,0
@dotgstore,1,0
@izaianesousadossantos334,1,0
@thaismarriche2145,1,0
@julianajuju832,1,0
@ingridjoyce2805,1,0
@danielpsantos3660,1,0
@thamiresthamy2215,1,0
@TalitaDias-y4d,1,0
@carolindaaaa7,1,17
@BARRAOSUPREMOCAPO,0,0
@leonardogb986,0,0
@volkswagenbanana,0,0
@anticorrupcao777,0,0
@PauloC-fo5bg,0,0
@Jf2025-u4z,0,0
@MaduLorenn,0,0
@larissavinagre7118,0,0
@draculaurazxs,0,0
@Dumb1231,0,0
@biaferreiras6546,0,0
@gilberlandiofranciscodonas1173,0,0
@JovensTitas-d4o,0,0
@mbbuclipz,0,0
@sauchixa,1,0
@camilabezerra5456,1,0
@Vinihciuzz,1,0
@tavinieloa,1,0
@monikungaratti8100,1,0
@aikowgoti,0,0
@IrysKarina-l5c,2,0
@davisonronald3877,1,0
@c00lkid1.00,1,0
@SofiaareRosa,1,1
@mariadacruz8487,0,0
@lolozinha1233-t5g,1,0
@eliseuvitor.83,1,0
@rafaeldecarvalho7036,1,1
@algodaodoce6924,0,0
@gokusantos7383,1,0
@AnaBeatriz-cm4zs,1,0
@mariaeloiza8009,1,0
@jlsatierf,1,0
@guilhermegomes7265,1,0
@aadryan_,1,1
@KlebaoCoxinh,0,0
@sonhandoacordado6906,1,0
@MirellaAnanias-b7b,1,0
@mayckon_ps1.5,1,0
@Alessandrabombom1,1,0
@Datectvyout,1,0
@marcoscrecchi7693,1,0
@maf.2007_.,1,0
@alexcompositor380,1,0
@suelidamarques1683,1,0
@FrancianevianaNascimento,1,0
@ESTERCRISTINABATISTA-r9c,1,0
@Kaylaa9110,1,0
@malse1962,1,1
@kess1011,1,4
@Kakyoinobrabo,0,0
@samuelparreiras8777,0,0
@dayanebarbosanogueiradossa2964,1,0
@silvanapereira4784,1,0
@igork4988,1,0
@evillymvictoria8225,1,0
@ivane9273,1,0
@EtiandraAntónio,1,1
@matheusgoncalves13,1,0
@alvarofranca9618,1,0
@samaraandrade1805,1,0
@Raianeester333,1,0
@marilima2071,1,0
@leognf1,2,0
@dafuria.075,1,0
@viniciusleviy,1,0
@claudineinegreti2359,1,0
@davidsuppercel,2,1
@lucieneoliveira2937,1,0
@jeniffersantos2077,1,0
@ProjetoRapunzelporLucianajose,6,4
@JoseCampos-c8v,1,0
@Brunna_docarmo,1,0
@karaokeseteofc,1,0
@yasumimotaku2912,2,0
@vitoritalia1,1,0
@dangertrap173,1,0
@Heitor_1124,1,0
@idarleyrodrigues3235,1,0
@ElianePaulino-k1r,2,0
@PraVocêO,1,0
@MrHelena1954,1,2
@lilillillys,0,0
@isac.r95,1,0
@GIOVANNARIBEIRO-io4jj,1,0
@GabrielaMartins-d7y,1,0
@TPIO.com123,1,0
@Nick.._..,1,0
@roselibonete7977,1,0
@CarlosEduardo-so4is,1,0
@miriancarolinadesouza1789,1,0
@oraculila,1,0
@mer3801,1,0
@dabellicosturacriativa,1,0
@pedrowalkerofficial,1,0
@SebastiãoFernandes-i8y,1,0
@cintiaviana3096,7,1
@kitsune_579,1,0
@Lucasoficial145,1,0
@leticiafortunato4533,1,0
@igorlourencocunha7718,1,0
@SandraAlves-zs7rs,1,0
@MarvisBR,1,0
@kimberlyhonorio,1,0
@ellensilva2373,1,0
@BRzinn1,1,0
@anjinha400k,1,0
@zneobailerecords,2,0
@AnnaKarla_db,1,0
@Titim-sp9qc,1,0
@Igo_Kelson,1,0
@CleideGolzio,1,0
@regianegimenes2126,1,0
@kodezin_patricio_patolfo,1,0
@wolffplayer,1,0
@robertobrazil717,1,0
@GabrielaSantana-u8v,1,0
@albertoejoycealves882,1,0
@NicoleAleixo-v2f,3,0
@rosemaryandrade7242,1,0
@LucasEmanuel-db4wz,1,0
@Drii_Santoss,1,0
@paxolacv54,1,0
@STC_VISIONÁRIO,1,0
@KayqueSilvaLeal-o7v,1,1
@CatBall-r6m,0,0
@ArnoRotthues,1,0
@_Raely_,1,0
@GUILLERMORICCO,1,0
@paulawhistz,1,0
@maryanaramos-x6p,1,0
@icaromoraes6665,1,0
@AnaluciadasilvaribeiroSilvarib,1,0
@Riugg,1,0
@CortesAleatoriosDaMidia,1,0
@joselitamargaridadasilvama637,1,0
@TinaCunha20,1,0
@ericacorreia5954,1,0
@luancarlos6985,1,0
@wandaespinola7485,4,0
@noaraleticiaf,1,0
@canalrendaconsciente,1,0
@Cirleide-ek8gm,1,0
@fernandodearaujo7764,1,0
@MarianaMarinho-w8k,1,0
@RafaelSoares,1,0
@fabianagonsalves7479,1,0
@doranildedossantossilvas-id6of,1,0
@yoosun4,1,0
@grasiellykarla,1,0
@saudeebemestar9029,1,0
@SusanaBatista12,1,0
@JoaoCarlosSouzaSilva-sl7qy,1,0
@josealvesjunior8891,1,0
@diegopatriciosantos,1,0
@AnaCecília-g5b,1,0
@fabriciobrgamer6167,2,1
@Ana-bi8kd,0,0
@RaphaelMarques-g6v,2,0
@sandrabnagostini2679,1,0
@T0ddycom_leite,1,0
@mariathompson7730,1,0
@Rccaudio,1,0
@JoséAugusto-t2u3f,2,0
@MrLuizzdanniel,1,0
@vanessadias7279,1,0
@mariananegreiros,1,0
@anacarolineferreirasantana4429,1,0
@mortebranca542,3,0
@reginaaguiar2172,1,0
@StefanieEstevam-m9b6z,1,0
@sophia-z4p2j,1,0
@jessicabernardellibagajine1573,1,0
@MariaSantos-df4nh,1,0
@DIONE9081,1,0
@rennermarques6386,1,0
@tuanydomenicius8932,1,0
@andrealima7260,1,0
@LightzinBr073,1,1
@giovanafelix,1,0
@jr1273,1,0
@RodrigoMelo-f8i,1,0
@debixs_kskksks,1,0
@Sandrogm99,3,0
@celiaferreira9451,1,0
@LeandraMarques-fl8qq,1,0
@mulheresdcomentarios4593,1,0
@nefertari8340,1,0
@sayforcbr,1,0
@ritabrites8767,1,1
@CeciliaNeusaTanciniBaptistella,1,0
@OfcPHFreitas,1,1
@Ronaldo5xucl,0,0
@FranklinVieiraLima-z6z,1,0
@palpitesdocasalofc,1,0
@antoniomoraes4479,1,0
@davivaz6114,1,0
@Ericandrea88,1,0
@eucaiosouza,1,0
@Nsantos1514,1,0
@JucaMarttins,1,0
@tedwilsoncosta9638,1,0
@josilanerodrigues7345,1,0
@BeaeRafa546,2,0
@Ach-h1q,1,0
@renatoibapina8450,1,0
@FelipeSsilva63,1,0
@MaraMachadoMoreira,1,0
@ct79_antonio.way-of-life,2,0
@Blog_daLuh,1,0
@Ayla_games-z6h,1,0
@dianaatelie.oficial,1,0
@comentarista1816,1,0
@Douglassilva-k2x,1,0
@sonhada_posse,1,0
@geneziofernandesvieira5310,1,0
@AlineLima-h5u,1,0
@2kasTwi-f9l,1,0
@steveo6475,1,0
@michelibeskowdeoliveira2332,1,0
@veraabreu5134,1,0
@rachelnobre2850,1,0
@iswearbruh-b9y,1,0
@andrezajesusholanda8732,1,0
@joaoribeiro6426,1,1
@CauePetratti,1,0
@Blackhawk78,1,0
@francilenealmeida4938,1,0
@eduardoramalho5930,1,0
@sgmcdldgbspm,1,0
@anacleidemontes4405,1,0
@MatheusTrajao,1,1
@Loreninha25,1,0
@kauanribeiro6655,1,0
@WilsonDittrich,1,0
@KauaLendes,1,0
@Franciscorosacristóvão,1,0
@filipacosta1285,1,0
@helderdantas7421,1,0
@vladimirsoares3780,1,0
@Admdoninjayt_oficial,1,0
@MaxZ8014,1,0
@GODARK.,1,0
@mariavasconcelos7751,1,0
@lucastrindade7400,1,0
@ArielyCarvalho-s3i,1,0
@aemydds,1,0
@thiagogomesdacosta1328,1,0
@katiusciaduarte7131,1,0
@marianalima3474,2,0
@kaiomoraes3762,1,0
@IreneSousa-v7e,1,0
@cinttiasyl2552,1,0
@NimesEtc,1,0
@15626798,1,0
@diorgekamargo,1,0
@robertomoreno736,1,0
@NIKINHO_ofc,1,0
@biancacaroline3609,1,0
@halanacodecosalarini7847,1,0
@miistyca,1,0
@LeticiaSilva-dh1yh,1,0
@silvanadamascenobrandao5439,1,0
@claricepachecopacheco7450,1,0
@DiegoSantos-sr1rw,0,0
@IthinkIamlostAgain,0,0
@jonasvale5621,0,0
@carlosbatista2941,1,2
@izabelly_s2,1,0
@haanamariiasilvaa2825,1,0
@JuliaSouza-q1p,1,0
@ServiceBrasil-p3d,1,0
@bertary,1,0
@debbiecampanagaming4074,1,0
@celiafernandes1947,1,0
@Raridadedesenha,1,0
@BeatrizBea-pk3hq,1,0
@SamuelSantos-q2t,1,0
@MariaJarlinne,1,3
@ManuzinhaRodrigues-j1x,1,0
@Pimentelss,1,0
@rosaliita,1,0
@VerônicaPereiradaSilva-s6v,1,0
@stillpickinganame5350,1,0
@stephanysouza821,1,0
@playingdeboa,1,0
@JackoSilva,1,0
@luisfelipeteomoso6723,1,1
@MadelaynemaiaViera,1,0
@Yogurteeeeh,1,0
@cicerokiker8657,1,0
@luanmichel2111,1,0
@6947regina,1,0
@cesaraugustocb1994,1,0
@Pedro-ip7ef,1,7
@MatheusHenrique-554,0,0
@grazielatawila6251,0,0
@lusquitaa,0,0
@jurassictudo4371,1,0
@daneciopereira,1,0
@judsonportella,1,0
@jessika.m.raysantos7048,1,0
@porto_madge,1,0
@SilvioGgleBachega-mq1qw,1,0
@KarinaBrito-oo8hp,1,0
@MoratelliGaming,1,0
@Gabriela-b8n3x,1,0
@zerpii.cortes,1,0
@joilsonribeiro796,1,0
@eumariolo125,1,0
@isabellysilva3940,1,0
@igorlima5405,1,0
@rhuan8831,1,0
@Tvtarotcigano,1,0
@nortonmarcelo,1,0
@nayaranay6891,2,0
@LauaneOliveira-q2s,1,0
@EbdTransporte,1,0
@Karate-Geri,1,0
@robertodesousasilva6623,1,0
@assetosenna,1,0
@BielBlack_Oficial,1,0
@kayalaguimaraes4506,1,0
@agulhamagna2492,1,0
@CristianRaul-m1z,1,0
@thainas40,1,1
@yaraalmeida1953,1,0
@GabGold0208,1,0
@MadalenaMota-pj9fg,1,0
@Pedro_Dom157,1,0
@DiegoSantos-ho3vw,1,0
@_Isaah_Vianna_02,1,0
@daiane6311,1,0
@cibellyaraujo1577,1,0
@arthurreis6176,1,0
@elismaradasilvaoliveira9422,1,0
@AlanaLima8708,1,0
@Rayssadias299,1,0
@AdryanHHenriquEE,1,0
@DuduSouza-ly8kp,1,0
@wellingtonmartins9137,1,0
@ingridykellizanchet7337,1,0
@mariaesmeralda2588,1,0
@GeisaislaGeisa,1,0
@oneto-ic6yx,1,0
@Maycoleitao,1,0
@kawanlimas2,1,0
@apenas_um_negro,1,0
@XSpiritvSX,1,0
@VitorRibeiro-r8y,1,0
@Sopragem,1,0
@sandrafreire667,1,0
@matildeb4940,4,0
@LucasSousa-vl5qc,1,0
@tefannyoliveira1175,1,0
@jocabaro,1,0
@Rob0Guerrero,1,0
@mariamarques541,1,0
@MraepMaster-k9m,1,0
@uberlogiker,1,0
@janalourenco4488,1,0
@lucasantonio762,1,0
@JagerBart13,1,0
@nadiainterF9,1,0
@davicoelho5461,1,0
@luizinacio7469,1,0
@aldemarasilva2677,2,0
@gabrielaprado5518,1,0
@lestatiii777,1,0
@italapintodossantos4853,1,0
@Lucascechinato,1,0
@elianeoliveiralourenco8888,1,0
@PolloMC5YT,1,0
@edrieleleal4443,1,0
@JoelimRocha,1,0
@vinseretto232,1,0
@gu5t4v0m4f1,1,0
@Angel-sh2wm,1,0
@andressasales1054,1,0
@dudinhaalves7096,1,2
@ryutzn,0,0
@diogooliveiradefreitas2005B,0,0
@Phknuclesyt,1,0
@cururudegaiola7655,3,0
@williangomes7211,1,0
@danielemacedo8056,1,0
@oliver8547,1,0
@user-nd2tj1hb7w,1,0
@Rafaela-mr9vq,1,0
@tonykiss2649,1,0
@cristianocavalcanti5730,1,0
@leandrosantos030,1,0
@atumalaca89,1,0
@marcelomolinaro9341,1,0
@mallusantos1639,1,0
@simonefranco1042,1,0
@inaciomanuelmanditia5270,1,0
@ELISAAguiar-nl7kn,1,0
@hudsonluz2242,1,0
@emersonalvescassiano4650,1,0
@lauriluv,1,0
@wesleydossantosgoncalves5677,1,0
@fãdosrosa-c2k,1,0
@Victor_rodrigueesz,1,0
@BeatrizMoura-d4u,1,0
@ikilledlaurapalmer19,1,0
@popcarvalho,1,0
@pamonha_p,1,0
@deisebastos5586,1,0
@silvasxwy,1,0
@Batistaxzy,1,0
@dercialmeida5210,1,0
@GracaLacerda-hu4mf,1,0
@angrese1,2,0
@robson29121,1,0
@WilliamViana-y4w,1,0
@um_dos_caras_q_ta_na_maldade,1,0
@helo2918,1,0
@CyberAkumaBr,1,0
@DanielPereira-e8d,1,0
@raviasier,1,0
@dejavudf,1,0
@kayocascagrossa,1,0
@Heder-g7n,1,0
@danieladani6818,1,0
@elisamendonca9436,1,0
@TannyGL,1,0
@tudobomquerida5607,1,0
@danybatista527,1,0
@AndersonRodrigues-qp8rv,1,0
@Mkrlsnt77x,1,0
@Mitsui..,1,0
@sophfigueiredo,1,0
@revelandoaverdade7211,1,0
@BrunoLima-j4z,1,0
@cleitondomingues2011,1,0
@cleversonvolkmer,1,0
@æNyxLunar,1,0
@renarasantana4697,1,0
@joaovitorbarbosa182,1,0
@mirnaleticia4974,1,0
@MariaAparecidaLima-sr1qq,1,0
@rosangeladoriomatos7195,1,0
@vivilovescarlo,1,0
@gustavoteixeira1478,1,0
@rosanacristinamoura3976,1,0
@belpugliese,2,0
@Concursoize,2,0
@AlexsandroRodrigues-n8r,1,0
@GabrielOGIG,1,0
@DavidSilva-c9p,1,0
@drigosilveiraoficial,1,0
@marialuziastock9737,1,0
@danphdaniel,1,0
@AnaLuizadaSilvaMiranda-n7t,1,0
@paulosantana6889,1,0
@viniiciusmalta,1,0
@johnosugi,1,0
@Melzinhada_abelha,1,0
@TayroneBarboza-l5u,1,0
@rosaazevedo5319,1,0
@RyanAlbertooliveiraWeber,1,2
@bnlbastos,1,0
@sarasaritacorretoradeimove8184,1,0
@arthurnunes7115,1,0
@LuizRenato-r2u,1,0
@david_chats,1,0
@gabrielarabeloportugalferr6881,1,0
@Theusziin095,1,0
@Ksorahorcrux,1,0
@TaiseAmaral,1,0
@sant.op890,1,0
@tamiresmorais_oficial,1,0
@dosuald,1,0
@solangemarcondes8660,1,1
@gustavohsqueiroz,0,0
@cvpr94able,1,0
@julielicristine756,1,0
@RosangelaSousa-h1j,1,0
@jonaslucas85688,1,0
@joaomirandaart,1,0
@vm9419,1,0
@deusamaia11,1,0
@antoniojrodrigues,1,0
@Lunnetts,1,0
@leonedasgameplay2152,1,0
@meluv.minnie,1,0
@jenisoncardoso5878,1,0
@clarissaguimaraes8387,2,0
@dependent-electromusic,1,0
@raissalima2937,2,0
@oFilipeSilverio,1,0
@keilacristina2380,1,0
@davidmansur7840,1,0
@evelinpalma4325,1,0
@Evelyn.sendto,1,0
@LucilaneFerreira-y3e,1,0
@canaldofornecedor450,1,0
@foxxe-sports296,1,0
@lafaetecruz5937,1,0
@AnaBetno,1,0
@GisleneFreires,1,0
@cristoferdw,1,0
@VitóriaCosta-b1h,1,0
@ingridylira8489,1,0
@QUECHATURA,1,0
@Driwshythaiptm,1,0
@karoldbv57,1,0
@JoaoVictor_23,2,0
@limalimaVR,1,0
@elidianemoura4764,1,0
@xtoriaz,1,0
@maiconpinheiro3176,1,0
@Nescauzinhocomleite0,1,0
@meddllynkaryny2160,1,1
@Julia-ws1ms,1,0
@elensilva1846,1,0
@alexialorrana,1,0
@lluuisxzz,1,0
@RosangelaIgnacio-hk3cw,1,0
@carlosguimaraes4544,1,0
@janinepitanguy8300,1,0
@PauloCesar-xc9kq,1,0
@Nenaa_vinte20,1,0
@MoralisOliveira,1,0
@deusefiel8677,1,0
@MariaJulia-qo2hy,1,0
@FeehSuffi,1,1
@Pedrox12489,1,0
@sandrogoncalves1439,1,0
@andreiadacosta3403,2,0
@KesiaFernandes-g4y,1,0
@ellemcardozorezende992,1,0
@valdetedesouza5299,1,0
@ryankleber4618,1,0
@usuarioUBAITABA-j7p,1,0
@Gabylirabxl,1,0
@jeffsilva3106,1,0
@GabrielleVitória-t8z,1,0
@naylavitoria7773,1,0
@keziacristinasales3409,1,0
@liviarodrigues6234,1,0
@TorresEni,1,0
@sthefanywalber,1,0
@noemesilva9329,1,0
@Diegomax_k,2,3
@BrunoCipri,1,0
@Kairo.n,1,0
@Felipeecalixto,1,0
@fernandalima8986,1,0
@AnaSilva-w3l7n,1,0
@jonassousa7583,1,0
@Francys_pt,3,0
@juscelinomiranda6197,1,0
@rivo1306,1,0
@GlaucianeMesquita-h5b,5,0
@welleengton,1,0
@zlRodrigolz,1,0
@mundodaduda301,2,1
@lucaspudim2853,0,0
@analuciaoliveira9784,1,0
@DiegoSilva-dd4eq,2,13
@lizzie8092,0,0
@Isadora.429,0,0
@eliveltonsilva7420,0,0
@Sofia_desenhos12,0,0
@letícia-c4i1r,0,0
@-carolineh,0,0
@danilomendes3047,0,0
@Ftmoments25-l1f,0,0
@RavenaOT7,0,0
@nilcesthal605,0,0
@EdreyBolotinha,0,0
@janysilvaferreira7123,1,0
@camilarocha23,1,0
@elenilda17152,1,0
@JoãoBatistaDaSilva-x2l,2,0
@thaliciaalbuquerque1020,1,0
@JenniferCandido-vw7gb,1,0
@giselerodriguesdesouza8106,1,0
@wellingtonteixeira6653,1,0
@janainaoliveira6095,1,0
@matheusdesouza4046,1,0
@angelaangie7616,1,0
@lojamavi,1,0
@danielamamede,1,0
@henriquesantos-do6bl,1,0
@reservadefagner9868,1,0
@boraassistir3813,1,0
@wanZotelli,0,0
@samiraferreira7805,2,0
@ivanimatos3714,1,0
@urjagiyahere,1,0
@protocolorecepcao9272,1,0
@AboboraMc-oficial,1,0
@Marllon_333,1,0
@diegobrunosilva4290,1,1
@enny0_06,1,0
